Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,LinkedIn
Tile store,,Tiles Plus More,(508) 653-4252,,tilesplusmore.com,,99,4.5,,,,,,,,,,,,"309 Worcester St, Natick, MA 01760",Natick,MIDDLESEX,MA,,"8M37+52 Natick, Massachusetts",Google Maps,
Flooring contractor,,Salamon Flooring,(413) 736-5958,,salamonflooring.com,,6,4.0,,,,,,,,,,,https://www.linkedin.com/company/salamon-flooring,"103 Myron St STE D, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"49M9+6W West Springfield, Massachusetts",Google Maps,
Flooring store,,Baker's Flooring Designs,(508) 866-5119,,,,3,5.0,,,,,,,,,,,,"38 N Main St, Carver, MA 02330",Carver,PLYMOUTH,MA,,"W662+22 Carver, Massachusetts",Google Maps,
Home builder,,"R G Penfield & Sons,",(413) 774-4483,,rgpenfieldandsons.com,,5,4.8,,,,,,,,,,,,"326 Chapman St, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"J92W+M4 Greenfield, Massachusetts",Google Maps,
Cabinet store,,Mid-State Kitchens,(508) 845-1083,,mid-statekitchens.com,,24,4.5,,,,,,,,,https://www.instagram.com/midstatekitchens,https://www.facebook.com/127599597286728,https://www.linkedin.com/in/tom-peters-b322447a,"479 Hartford Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"774W+W6 Shrewsbury, Massachusetts",Google Maps,
Flooring store,,Floor Coverings International of Foxboro,(508) 290-4567,,floorcoveringsinternational.com,,11,5.0,,,,,,,,,,,,"25 Commercial Dr Suite 205, Wrentham, MA 02093",Wrentham,NORFOLK,MA,,"3M2X+MJ Wrentham, Massachusetts",Google Maps,
Construction company,,Mister Tile,(857) 247-5102,,themistertile.com,,17,5.0,,,,,,,,,https://www.instagram.com/mrtiledexx/,,,"59 James St, Holbrook, MA 02343",Holbrook,NORFOLK,MA,,"4XRW+97 Holbrook, Massachusetts",Google Maps,
Warehouse,,Forever tile warehouse,,,,,,,,,,,,,,,,,,"20 C, 20 Pratts Junction Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"F795+M3 Sterling, Massachusetts",Google Maps,
Tile store,,Tony's warehouse,,,,,,5.0,,,,,,,,,,https://m.facebook.com/tonysimportedtile/photos/ms.c.eJwzNDU0NrU0NjexsDQ1NDQ11DOECFgYGxlZmJiYmwEAchcGug~-~-.bps.a.1513593728951153/1513593832284476/?type=3&source=49,,"85 Maple St, Stoneham, MA 02180",Stoneham,MIDDLESEX,MA,,"FVHR+JQ Stoneham, Massachusetts",Google Maps,
Flooring store,,Happy Feet & Son Hardwood Flooring,(508) 367-3021,,,,18,3.9,,,,,,,,,,,,"54 Woodland St, Worcester, MA 01610",Worcester,WORCESTER,MA,,"754J+GP Worcester, Massachusetts",Google Maps,
Countertop store,,LA Tiles Marble Granite Design,(978) 378-4340,,latilesstonedesign.com,,37,4.8,,,,,,,,,https://www.instagram.com/latilesstonedesign/,https://www.facebook.com/latilesstonedesign/,,"4 Perkins Way, Newburyport, MA 01950",Newburyport,ESSEX,MA,,"Q4W7+XW Newburyport, Massachusetts",Google Maps,
Flooring store,,Belanger & Son's Floor Srfcng,(508) 678-0748,,,,3,4.3,,,,,,,,,,,,"179 Tickle Rd, Westport, MA 02790",Westport,BRISTOL,MA,,"JVRG+7C Westport, Massachusetts",Google Maps,
Lumber store,,Lumber Centre,(413) 562-3675,,,,23,4.6,,,,,,,,,,https://www.facebook.com/bretonmich/,,"44 Broad St, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"4793+82 Westfield, Massachusetts",Google Maps,
Flooring store,,JC Floor Covering,(978) 988-9229,,jcfloors.net,,8,3.5,,,,,,,,,,,https://www.linkedin.com/company/jc-floors,"30 Manning Rd, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"GPHQ+MC Billerica, Massachusetts",Google Maps,
General contractor,,Pano's Home Pros,(774) 473-3221,,panoshomepros.com,,10,5.0,,,,,,,,,,https://www.facebook.com/profile.php?id=100090512358534,,"1913 Purchase St 2 floor, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"M32C+F5 New Bedford, Massachusetts",Google Maps,
Carpet store,,Forrester Flooring,(781) 681-9373,,forresterflooring.com,,3,5.0,,,,,,,,,,https://m.facebook.com/100043159404868/about/,,"1035 Bedford St, Abington, MA 02351",Abington,PLYMOUTH,MA,,"43J2+W5 Abington, Massachusetts",Google Maps,
Painter,,Cray's Painting & Tile,(508) 234-6191,,crayspaintingandtiling.com,,,,,,,,,,,,,,,"241 N Main St, Whitinsville, MA 01588",Whitinsville,WORCESTER,MA,,"4888+X5 Whitinsville, Northbridge, MA",Google Maps,
Property maintenance,,Mermaid Home Maintenance & Repair (M.H.M.),(978) 587-4132,,,,,,,,,,,,,,,,,"165 Main St, Rockport, MA 01966",Rockport,ESSEX,MA,,"M92G+V2 Rockport, Massachusetts",Google Maps,
Bathroom remodeler,,Fusion Refinishing,(508) 807-3477,,fusionrefinishing.com,,7,4.4,,,,,,,,,,,,"47 Crest Dr, West Wareham, MA 02576",West Wareham,PLYMOUTH,MA,,"Q6RX+H6 West Wareham, Wareham, MA",Google Maps,
Plumbing supply store,,F.W. Webb Company - Greenfield,(413) 773-3644,,fwwebb.com,,17,4.7,,,,,,,,,,,,"136 Silvio O Conte Dr, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"JC9H+CG Greenfield, Massachusetts",Google Maps,
Flooring store,,Spectrum Tile & Carpet,(508) 837-6022,,spectrumtileandcarpets.com,,119,4.9,,,,,,,,,,https://www.facebook.com/104899082513442,,"455 William S Canning Blvd, Fall River, MA 02721",Fall River,BRISTOL,MA,,"MRCP+JR Fall River, Massachusetts",Google Maps,
Home goods store,,East Street Clay,(413) 584-0508,,donnamcgee.com,,,,,,,,,,,,,,,"47 East St Suite 2, Hadley, MA 01035",Hadley,HAMPSHIRE,MA,,"8CW8+GX Hadley, Massachusetts",Google Maps,
Flooring contractor,,"Aesthetic Floors, LLC.",(413) 300-1065,,,,2,5.0,,,,,,,,,,,,"6 Crown St #1, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"47M3+WH Westfield, Massachusetts",Google Maps,
Remodeler,,LHS TILE,(978) 876-3825,,lhstile.com,,,,,,,,,,,,,,,"74 Lafayette St, Salem, MA 01970",Salem,ESSEX,MA,,"G494+PH Salem, Massachusetts",Google Maps,
Tile contractor,,C D Masi Tile,(978) 388-2441,,,,,,,,,,,,,,,,,"98 Fern Ave, Amesbury, MA 01913",Amesbury,ESSEX,MA,,"V3CM+27 Amesbury, Massachusetts",Google Maps,
Countertop store,,Continental Stone Design Center,(978) 422-8700,,continentalstone.com,,,,,,,,,,,,,https://www.facebook.com/photo.php?fbid=629037800632271&id=597457743790277&set=a.597875383748513,,"287 Leominster Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"F7F3+8F Sterling, Massachusetts",Google Maps,
Tile contractor,,Luce Brothers Floor Covering,(508) 485-1922,,lucebrothersfloorcovering.com,,22,5.0,,,,,,,,,,https://www.facebook.com/LuceBrothersFlooring/,,"505 Boston Post Rd W # H, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"89PW+FH Marlborough, Massachusetts",Google Maps,
Interior construction contractor,,"Floor Expert,",(508) 826-8806,,floorexpertinc.com,,15,5.0,,,,,,,,,https://www.instagram.com/floorexpertinc/,https://www.facebook.com/FloorExpertInc,,"33 Knowles Rd, Worcester, MA 01602",Worcester,WORCESTER,MA,,"7556+QW Worcester, Massachusetts",Google Maps,
Flooring contractor,,Luiz Tile,(508) 840-4008,,,,5,5.0,,,,,,,,,,https://m.facebook.com/p/Luiz-Tile-LLc-100064562749971/,,"3 2nd Brook St, Kingston, MA 02364",Kingston,PLYMOUTH,MA,,"X7QG+J4 Kingston, Massachusetts",Google Maps,
Masonry contractor,,Cabral's Walls,(508) 287-9328,,cabralswalls.com,,146,5.0,,,,,,,,,,,,"128 Main Rd, Westport, MA 02790",Westport,BRISTOL,MA,,"JW8C+47 Westport, Massachusetts",Google Maps,
Flooring store,,T Le Blanc & Sons,(508) 995-6221,,,,,5.0,,,,,,,,,,https://m.facebook.com/p/T-Leblanc-Sons-100068923213223/,,"509 Highland Ave North, Dartmouth, MA 02747",North Dartmouth,BRISTOL,MA,,"MW8P+FX Dartmouth, Massachusetts",Google Maps,
Tile store,,Best Tile Shrewsbury,(508) 842-0178,,besttile.com,,66,4.7,,,,,,,,,,,,"900 Boston Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"78H9+G7 Shrewsbury, Massachusetts",Google Maps,
Tile contractor,,Pro Tile Distributers,(781) 305-3023,,prospecllc.com,,4,4.5,,,,,,,,,,,,"10 Atlantic Ave, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV86+Q3 Woburn, Massachusetts",Google Maps,
Kitchen remodeler,,Renovisions,(781) 826-0559,,renovisionsinc.com,,6,5.0,,,,,,,,,https://www.instagram.com/renovisions_designbuild/,https://www.facebook.com/RenovisionsInc/,https://www.linkedin.com/in/catherine-m-follett-60b46017,"150 Broadway, Hanover, MA 02339",Hanover,PLYMOUTH,MA,,"457P+7R Hanover, Massachusetts",Google Maps,
Flooring contractor,,"Talty Floors,",(978) 667-3366,,taltyfloors.com,,2,5.0,,,,,,,,,,,,"86 Billerica Ave Ste 2, North Billerica, MA 01862",North Billerica,MIDDLESEX,MA,,"JP28+8J North Billerica, Billerica, MA",Google Maps,
Flooring contractor,,ARC Interiors,(978) 774-3689,,arcinteriorsne.com,,19,4.8,,,,,,,,,,https://www.facebook.com/ARCInteriorsNE/,,"58 Pulaski St, Peabody, MA 01960",Peabody,ESSEX,MA,,"G3RF+9R Peabody, Massachusetts",Google Maps,
Grocery store,,Stop & Shop,(413) 442-7600,,stores.stopandshop.com,,382,4.3,,,,,,,,,,https://www.facebook.com/1657683067864797,,"1 Dan Fox Dr, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CP5P+P4 Pittsfield, Massachusetts",Google Maps,
Countertop store,,The Granite Brothers,(508) 500-8739,,thegranitebrothers.com,,52,5.0,,,,,,,,,https://www.instagram.com/thegranitebrothers/,https://www.facebook.com/TheGraniteBrothersWorcester/,,"43 Mason St, Worcester, MA 01610",Worcester,WORCESTER,MA,,"755J+PC Worcester, Massachusetts",Google Maps,
Tile store,,Tiles Gone Wild,(978) 462-9453,,tilesgonewild.com,,18,4.8,,,,,,,,,https://www.instagram.com/tilesgonewild/,,https://www.linkedin.com/in/chris-bates-0b2682206,"253 Low St #3510, Newburyport, MA 01950",Newburyport,ESSEX,MA,,"R39V+C3 Newburyport, Massachusetts",Google Maps,
Tile contractor,,Tony & Son Tile,(781) 397-9850,,,,,5.0,,,,,,,,,,,,"48 Haynes St, Boston, MA 02128",Boston,SUFFOLK,MA,,"9X87+H4 Boston, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,"HANDYMAN WALT - If You Need It Done, I Can Do It MASS HIC LIC #185122",(413) 238-1198,,handymanwalt.com,,,5.0,,,,,,,,,,,,"83 S Silver Ln, Sunderland, MA 01375",Sunderland,FRANKLIN,MA,,"CCXM+JW Sunderland, Massachusetts",Google Maps,
Floor refinishing service,,Specialized Floor Care Services,(508) 904-8995,,specializedfloorcare.com,,20,5.0,,,,,,,,,https://www.instagram.com/specializedfloorcare/,https://www.facebook.com/SpecializedFloorCare/,,"32 Plain St, Taunton, MA 02780",Taunton,BRISTOL,MA,,"VWP7+28 Taunton, Massachusetts",Google Maps,
Tile contractor,,American Tile Solutions,(508) 405-6131,,americantilesolutions.com,,5,4.2,,,,,,,,,,https://www.facebook.com/americantilesolutions/?locale=eo_EO,,"36 Audubon Rd, Framingham, MA 01701",Framingham,MIDDLESEX,MA,,"8H2V+6H Framingham, Massachusetts",Google Maps,
Bathroom remodeler,,Re-Bath,(413) 376-5238,,rebath.com,,79,4.8,,,,,,,,,,https://www.facebook.com/rebathgreenfield/,https://www.linkedin.com/company/re-bath-llc,"6 French King Hwy, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"JC3C+W2 Greenfield, Massachusetts",Google Maps,
Flooring contractor,,AJ Flooring & Tile,(774) 513-0289,,ajflooringtile.com,,29,4.9,,,,,,,,,https://www.instagram.com/ajflooringtile,https://www.facebook.com/ajflooringtile,,"51 Robin Rd, Westborough, MA 01581",Westborough,WORCESTER,MA,,"79HH+2X Westborough, Massachusetts",Google Maps,
General contractor,,A Green Valley Construction | Decking | Finish Carpentry | Remodeling,(508) 861-5029,,agreenvalleyconstruction.com,,29,5.0,,,,,,,,,https://www.instagram.com/agreenvalley/,https://www.facebook.com/agreenvalleyconstruction/,,"12 Cross St, Westborough, MA 01581",Westborough,WORCESTER,MA,,"798P+JP Westborough, Massachusetts",Google Maps,
Flooring store,,Hardwood Flooring Direct,(781) 337-4155,,,,,,,,,,,,,,,,,"58 Corporate Park Dr #1140, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"462J+JV Pembroke, Massachusetts",Google Maps,
Carpenter,,Mark Dorsey Building & Remodeling,(508) 245-4940,,dorseycarpentry.com,,,,,,,,,,,,,https://m.facebook.com/dorseycarpentry,,"210 N Main St, Middleborough, MA 02346",Middleboro,PLYMOUTH,MA,,"V3WV+3C Middleborough, Massachusetts",Google Maps,
Flooring store,,South Coast Flooring,(508) 536-3242,,southcoastflooringinc.com,,6,5.0,,,,,,,,,,https://www.facebook.com/SCFlooringInc/,,"111 Forge Rd, Westport, MA 02790",Westport,BRISTOL,MA,,,Google Maps,
Stone supplier,,Innovation Stone and Tile,(617) 201-3701,,,,4,5.0,,,,,,,,,https://www.instagram.com/innovationstonema,https://www.facebook.com/novacountertops,,"61 Bridge Rd, Salisbury, MA 01952",Salisbury,ESSEX,MA,,"R4MQ+25 Salisbury, Massachusetts",Google Maps,
Hardware store,,Koopman Lumber Company Fairhaven,(508) 993-2611,,koopmanlumber.com,,91,4.4,,,,,,,,,,,,"120 Alden Rd, Fairhaven, MA 02719",Fairhaven,BRISTOL,MA,,"J4X6+49 Fairhaven, Massachusetts",Google Maps,
Tile contractor,,Julio's Tile Designs.,(617) 650-2073,,juliostiledesign.com,,2,5.0,,,,,,,,,,,,"423 Broadway, Methuen, MA 01844",Methuen,ESSEX,MA,,"PRP4+7V Methuen, Massachusetts",Google Maps,
Building materials store,,Karpp,(781) 871-1915,,negypsum.com,,9,4.7,,,,,,,,,,,,"245 North Ave, Abington, MA 02351",Abington,PLYMOUTH,MA,,"43G5+WV Abington, Massachusetts",Google Maps,
Masonry contractor,,All Custom Masonry,(508) 309-0088,,allcustommasonry.net,,19,4.8,,,,,,,,,,https://www.facebook.com/allcustommasonry/,,"276 Main St, Oxford, MA 01540",Oxford,WORCESTER,MA,,"447P+W5 Oxford, Massachusetts",Google Maps,
Flooring store,,Toco Floor Covering,(774) 230-6666,,tocofloorcover.com,,5,5.0,,,,,,,,,https://www.instagram.com/tocofloorcovering/,https://www.facebook.com/people/Toco-Floor-Covering-Maynard/100049008593419/,,"94 Main St Basement, Maynard, MA 01754",Maynard,MIDDLESEX,MA,,"CGJW+P8 Maynard, Massachusetts",Google Maps,
Tile contractor,,Silvestre Tile,(508) 593-1937,,silvestretile.com,,17,4.8,,,,,,,,,https://www.instagram.com/silvestretilestone,,,"6 Pine Valley Rd, Hyannis, MA 02601",Hyannis,BARNSTABLE,MA,,"MM2G+RX Hyannis, Barnstable, MA",Google Maps,
Flooring store,,GENROSE Stone and Tile | Ipswich MA,(978) 380-6268,,genrose.com,,14,4.9,,,,,,,,,,,,"78 Turnpike Rd, Ipswich, MA 01938",Ipswich,ESSEX,MA,,"M3PJ+QR Ipswich, Massachusetts",Google Maps,
Construction company,,Burakiewicz Peter A,(413) 498-0031,,peterbgc.com,,2,5.0,,,,,,,,,,,,"94 Bennett Brook Rd, Northfield, MA 01360",Northfield,FRANKLIN,MA,,"MGQ7+6F Northfield, Massachusetts",Google Maps,
Tile contractor,,Toptile,(774) 707-0818,,toptileinstallation.com,,18,5.0,,,,,,,,,https://instagram.com/toptile_inc,,,"31 Ayrshire Rd, Worcester, MA 01604",Worcester,WORCESTER,MA,,"767V+JG Worcester, Massachusetts",Google Maps,
Carpet store,,Pelletier Rug,(978) 774-3867,,pelletierrug.com,,61,4.8,,,,,,,,,https://www.instagram.com/pelletierrugco/,https://www.facebook.com/PelletierRug/,,"17 Water St, Danvers, MA 01923",Danvers,ESSEX,MA,,"H33G+Q2 Danvers, Massachusetts",Google Maps,
Building materials store,,Pro Desk at The Home Depot,(413) 445-3304,,homedepot.com,,2,5.0,,,,,,,,,,,,"555 Hubbard Ave, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FR72+Q5 Pittsfield, Massachusetts",Google Maps,
Contractor,,Attleboro Kitchen and Bath,(508) 226-2284,,attleborokitchenandbath.com,,14,3.5,,,,,,,,,https://www.instagram.com/attleborokandb/,https://m.facebook.com/attleboroKBF/about/?referrer=services_landing_page,,"8 Lamb St, Attleboro, MA 02703",Attleboro,BRISTOL,MA,,,Google Maps,
Tile contractor,,Fernandes Tile,(978) 758-0873,,fernandestile.com,,,,,,,,,,,,,,,"51 Highfield Rd, Newbury, MA 01951",Newbury,ESSEX,MA,,"Q4R5+5X Newbury, Massachusetts",Google Maps,
Flooring store,,"Milford Ceramic Tile,",(508) 473-8123,,milfordceramictile.com,,38,4.4,,,,,,,,,,https://m.facebook.com/milfordceramictile,,"146 S Main St, Milford, MA 01757",Milford,WORCESTER,MA,,"4FGP+75 Milford, Massachusetts",Google Maps,
Home builder,,J. Kenneway / Awl Carpentry,(781) 389-2424,,awlcarpentry.com,,30,4.9,,,,,,,,,https://www.instagram.com/awlcarpentry/,https://www.facebook.com/AWLcarpentry/,,"4 Union St Unit 5, Scituate, MA 02066",Scituate,PLYMOUTH,MA,,"57J3+C6 Scituate, Massachusetts",Google Maps,
Tile contractor,,TileOne,(978) 223-8038,,tileonecorp.com,,,5.0,,,,,,,,,,,,"42 Union St, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FVJ2+GJ Woburn, Massachusetts",Google Maps,
Tile store,,Eye Tile,(617) 620-0462,,,,,,,,,,,,,,,,,"190R Washington St, Boston, MA 02108",Boston,SUFFOLK,MA,,,Google Maps,
Carpet store,,Harney's Carpet & Linoleum,(508) 993-3575,,,,,5.0,,,,,,,,,,,,"724 Summer St, New Bedford, MA 02746",New Bedford,BRISTOL,MA,,,Google Maps,
Tile contractor,,Picard Tiling,(508) 992-2277,,,,2,5.0,,,,,,,,,,https://www.facebook.com/Picardtiling/,,"339 Sconticut Neck Rd, Fairhaven, MA 02719",Fairhaven,BRISTOL,MA,,"J4CP+J2 Fairhaven, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,RTB Handyman & Remodeling Services,(781) 831-2691,,facebook.com,,5,5.0,,,,,,,,,,https://www.facebook.com/rtberm,,"71 Arrowhead Dr, Hanson, MA 02341",Hanson,PLYMOUTH,MA,,"34JQ+GJ Hanson, Massachusetts",Google Maps,
Tile contractor,,LCP Tub & Tile Refinishing,(774) 707-0919,,,,2,3.0,,,,,,,,,,,,"84 Framingham Rd, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FP6+PG Marlborough, Massachusetts",Google Maps,
Flooring store,,LL Flooring - Store Liquidation,(413) 349-4064,,llflooring.com,,31,4.4,,,,,,,,,https://www.instagram.com/llflooringofficial,https://www.facebook.com/189290945056169,,"10 West St, West Hatfield, MA 01088",West Hatfield,HAMPSHIRE,MA,,"9997+38 West Hatfield, Massachusetts",Google Maps,
Carpet cleaning service,,Nu-England Services Company,(508) 865-9810,,nes-co.com,,41,4.8,,,,,,,,,https://www.instagram.com/nuenglandsvcs,https://www.facebook.com/185679171479122,,"190 Worcester-Providence Turnpike, Sutton, MA 01590",Sutton,WORCESTER,MA,,"5758+6Q Sutton, Massachusetts",Google Maps,
Flooring contractor,,Perfect Choice Tile Installation,(617) 202-1254,,perfectchoicetile.com,,18,5.0,,,,,,,,,,,,"23 Peabody St, Middleton, MA 01949",Middleton,ESSEX,MA,,"JX7W+92 Middleton, Massachusetts",Google Maps,
Grocery store,,Big Y World Class Market,(413) 447-7301,,bigy.com,,1319,4.1,,,,,,,,,,https://www.facebook.com/bigyworldclassmarket23/,,"200 West St, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CPXR+C6 Pittsfield, Massachusetts",Google Maps,
Cabinet store,,Plymouth Rock Kitchens,(508) 927-1074,,plymouthrockkitchens.com,,7,5.0,,,,,,,,,,https://www.facebook.com/plymouthrockkitchens/,,"34 S Park Ave, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"X86J+GP Plymouth, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,"McCarthy Services,",(413) 333-6328,,mccarthyservicesllc.com,,5,5.0,,,,,,,,,,https://www.facebook.com/wix/,,"92 Main St, Northfield, MA 01360",Northfield,FRANKLIN,MA,,"MGWV+QP Northfield, Massachusetts",Google Maps,
Carpet store,,North Shore Carpet,(978) 927-3433,,northshorecarpet.com,,14,4.4,,,,,,,,,,,,"453 Rantoul St, Beverly, MA 01915",Beverly,ESSEX,MA,,"H449+2G Beverly, Massachusetts",Google Maps,
Carpet store,,Eddy's Carpet & Warehouse,(508) 791-0987,,eddysflooring.com,,2,4.0,,,,,,,,,,,,"70 James St, Worcester, MA 01603",Worcester,WORCESTER,MA,,"64MX+2V Worcester, Massachusetts",Google Maps,
Flooring store,,Peck's Flooring America,(339) 309-1158,,pecksflooring-america.com,,39,4.9,,,,,,,,,https://www.instagram.com/pecksflooring/,,,"6 Main St, Kingston, MA 02364",Kingston,PLYMOUTH,MA,,"X8J3+F9 Kingston, Massachusetts",Google Maps,
Tile contractor,,north atlantic tile,(508) 816-2789,,,,8,5.0,,,,,,,,,,,,"8 Lakeside Ave, Brookfield, MA 01506",Brookfield,WORCESTER,MA,,"6W4H+3F Brookfield, Massachusetts",Google Maps,
Tile contractor,,Gallery Tile,(978) 683-3639,,,,,,,,,,,,,,,,,"177 Market St, Lawrence, MA 01843",Lawrence,ESSEX,MA,,"PV22+96 Lawrence, Massachusetts",Google Maps,
Kitchen remodeler,,TDR - Tile and Deck Remodeling,(774) 245-1239,,tdremodel.com,,4,4.0,,,,,,,,,,,,"415 Maple St, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FJ5+JH Marlborough, Massachusetts",Google Maps,
Flooring store,,Specialty Forest Products,(508) 634-9180,,specialtyforestproducts.com,,29,4.9,,,,,,,,,,https://www.facebook.com/SPECIALTYINCORP/,https://www.linkedin.com/company/specialty-forest-products-inc-,"13 Rosenfeld Dr, Hopedale, MA 01747",Hopedale,WORCESTER,MA,,"4F4J+86 Hopedale, Massachusetts",Google Maps,
Roofing supply store,,Heritage Wholesalers,(508) 994-7663,,heritagewholesalers.com,,13,4.9,,,,,,,,,https://www.instagram.com/heritagewholesalers,https://www.facebook.com/HeritageWholesalersSRS/,https://www.linkedin.com/company/heritage-wholesalers-inc./,"975 Reed Rd N, Dartmouth, MA 02747",North Dartmouth,BRISTOL,MA,,"MX77+4R Dartmouth, Massachusetts",Google Maps,
Flooring store,,Allegheny Flooring,(781) 935-1077,,alleghenycontract.com,,9,4.6,,,,,,,,,,,,"36 Holton St, Winchester, MA 01890",Winchester,MIDDLESEX,MA,,"FV98+Q6 Winchester, Massachusetts",Google Maps,
Carpet store,,New Bedford Floor Covering,(508) 996-0103,,,,16,4.7,,,,,,,,,,,,"455 Union St, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"J3M6+7P New Bedford, Massachusetts",Google Maps,
Tile contractor,,Associated Stone & Tile Installers,(781) 893-7041,,astiboston.com,,4,3.8,,,,,,,,,,https://www.facebook.com/astiboston/,,"99 Hammond St, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9QH3+WC Waltham, Massachusetts",Google Maps,
Water damage restoration service,,All Dry of South Shore & Cape Cod,(508) 546-9187,,myalldry.com,,104,5.0,,,,,,,,,https://www.instagram.com/alldryservicessouthshore/,https://www.facebook.com/p/All-Dry-Services-of-South-Shore-and-Cape-Cod-100071981140220/,,"11 Memorial Dr, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,,Google Maps,
Masonry contractor,,Ismail e. Marcos Masonry Contractor,(774) 581-8128,,,,,,,,,,,,,,,,,"50 Everard St, Worcester, MA 01605",Worcester,WORCESTER,MA,,"76G7+4V Worcester, Massachusetts",Google Maps,
Tile contractor,Portuguese,Tile Luz,(857) 251-1573,,tileluz.com,,6,5.0,KLEBER,VIEIRA DA LUZ,,,,,,,https://www.instagram.com/tileluzremodeling,https://www.facebook.com/profile.php?id=100093378612765&mibextid=2JQ9oc,,"2 Linden St, Reading, MA 01867",Reading,MIDDLESEX,MA,,"GVFV+5P Reading, Massachusetts",Google Maps,
Furniture store,,Aaron's Rent To Own,(413) 236-2901,,locations.aarons.com,,96,4.0,,,,,,,,,https://www.instagram.com/aaronsinc,https://www.facebook.com/350362121782100,,"154 South St, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CPWV+2V Pittsfield, Massachusetts",Google Maps,
Tile store,Italian,LA TILES,,,latilesstonedesign.com,,,,NATALIA,C BADARO,,,,,,,,,,"349 N Main St, Andover, MA 01810",Andover,ESSEX,MA,,"MRFX+5P Andover, Massachusetts",Google Maps,
Lumber store,,Plywood Plus,(508) 831-9900,,plywoodplus.com,,33,4.8,,,,,,,,,,,,"600 Park Ave, Worcester, MA 01603",Worcester,WORCESTER,MA,,"65X8+9J Worcester, Massachusetts",Google Maps,
Tile store,Portuguese,LA TILES,,,latilesstonedesign.com,,,,LEANDRO,R BADARO,,,,,,,,,,"349 N Main St, Andover, MA 01810",Andover,ESSEX,MA,,"MRFX+5P Andover, Massachusetts",Google Maps,
Tile contractor,Irish,"High Point Interiors,",(781) 293-0005,,highpointinteriorsinc.com,,,,RICHARD,L. MCLAUGHLIN,,,,,,,,,,"50 Mattakeesett St, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"358P+Q6 Pembroke, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,MICHELLE,BANKS,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,Irish,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,SIOBHAN,MCFEENEY,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,English,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,NICK,JONES,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,Italian,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,ADRIANNE,SHAPIRA,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
Department store,German,Kohl's,(413) 551-2654,,kohls.com,,60,4.2,JILL,TIMM,,,,,,,,,,"491 Pittsfield Rd, Lenox, MA 01240",Lenox,BERKSHIRE,MA,,"CP4J+5R Lenox, Massachusetts",Google Maps,
